央视频道,#genre#
浙江卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000248/index.m3u8?key=tvbox6_com
重庆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000523/index.m3u8?key=tvbox6_com
海南少儿,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?key=tvbox6_com
宁夏卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?key=tvbox6_com
厦门卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?key=tvbox6_com
山东教育,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000223/index.m3u8?key=tvbox6_com
西藏卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000317/index.m3u8?key=tvbox6_com
新疆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000316/index.m3u8?key=tvbox6_com
内蒙古卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000319/index.m3u8?key=tvbox6_com



安徽卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
山西卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000318/index.m3u8?IAS
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
内蒙古卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000319/index.m3u8?IAS
宁夏卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?IAS
陕西卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000313/index.m3u8?IAS
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000305/index.m3u8?IAS
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000317/index.m3u8?IAS
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
大湾区卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8


宁夏卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010110/1.m3u8
甘肃卫视,https://hls.gstv.com.cn/49048r/6e1sy2.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8

ChannenlV,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/417116980?profile=pass



湖北,#genre#
当阳综合频道,https://dangyang-live21.cjyun.org/10118/s10118-DYZH.m3u8?auth_key=1735660799-0-0-f8e56d713bf81af226bae8057d9a1bad
宜昌综合,http://yichang-live21.cjyun.org/10091/10091-yczh.m3u8?auth_key=1735660799-0-0-152a9f6a201d7d56428feae52d4b18b8
湖北综合,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072216f7da/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLx3R3LdIBdA5q61lut1LwZcw4SC2tJubc%2Bq5t%2F61jvWCtjrJL0x%2BHncPgdmcbBW9I
湖北公共,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380726d0ee3b/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKgjpyhD%2FJd6SZjkcHAKXbsjwotAY57dianC4%2ByY7artm7J7F4GFO6G99D0bYMJRxI
湖北经视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807203543e3/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLVCQ3pDe4nBySab%2B3xPL123aTSCRugzF2ABe36IIJw2evZbYdWUo0ffUw53bflDgU
湖北生活,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072c62e405/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKJPodw5BcDirSOw7egztI5bUvJjqPzSNAhrA37GrbRBIAjGQpzP0QmgsmuHnQyd2c
湖北影视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380728abccd2/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKU1xiiKGJYFBZK9RpEkaggogtHJZW6nJQqLppbEYE%2BqJ9kJW%2FMvKldfS2dCii9VSI
湖北教育,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072a6cbbf6/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKTFQuOKNd5i0HMa3ydMWIQ6kJ2fBJGJ77BLTXK72CqUYQsX3ZguYt0954s9hfZTfc


深圳,#genre#
深圳都市,http://taoiptv.cn/iptv.php?id=140190&sign=056zfr
深圳电视剧,http://taoiptv.cn/iptv.php?id=140220&sign=056zfr
深圳财经,http://taoiptv.cn/iptv.php?id=140185&sign=056zfr
深圳公共,http://taoiptv.cn/iptv.php?id=140180&sign=056zfr
深圳娱乐,http://taoiptv.cn/iptv.php?id=140195&sign=056zfr
深圳少儿,http://taoiptv.cn/iptv.php?id=140200&sign=056zfr

深圳都市,http://58.252.12.164:8000/udp/239.77.1.176:5146
深圳都市,http://58.252.12.164:8000/udp/239.77.1.124:5146
深圳电视剧,http://58.252.12.164:8000/udp/239.77.1.177:5146
深圳电视剧,http://58.252.12.164:8000/udp/239.77.1.125:5146
深圳财经,http://58.252.12.164:8000/udp/239.77.1.242:5146
深圳娱乐,http://58.252.12.164:8000/udp/239.77.1.243:5146
深圳少儿,http://58.252.12.164:8000/udp/239.77.1.244:5146
深圳公共,http://58.252.12.164:8000/udp/239.77.1.178:5146
深圳宝安,http://58.252.12.164:8000/udp/239.77.1.67:5146
深圳龙岗,http://58.252.12.164:8000/udp/239.77.1.223:5146


少儿频道,#genre#
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
金鹰卡通,http://123.6.102.32:11789/cqyx/7771.php?id=jinyingsd.m3u8
新动漫,http://123.6.102.32:11789/cqyx/7771.php?id=dongman.m3u8
动漫秀场,http://123.6.102.32:11789/cqyx/7771.php?id=dmxchd.m3u8

金色学堂,http://123.6.102.32:11789/tmp/0725/cqyx.php?id=jinse.m3u8
中学生,http://123.6.102.32:11789/tmp/0725/cqyx.php?id=qicai.m3u8
乐游频道,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000092/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000092&IASHttpSessionId=OTT19019320240419154124000281&yang-1989

动漫秀场,http://123.6.102.32:11789/cqyx/7771.php?id=dmxchd.m3u8
动漫秀场,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000009&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
动漫秀场,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000203/index.m3u8?IAS
动漫秀场,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000203/index.m3u8?IAS
动漫秀场,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000203/index.m3u8?IAS
动漫秀场,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000203/index.m3u8?IAS

金色学堂,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000061/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000061&IASHttpSessionId=OTT19019320240419154124000281&yang-1989

爱幼教,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000049/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000049&IASHttpSessionId=OTT19019320240419154124000281
爱幼教,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000049
爱动漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000059


精彩频道,#genre#
重温经典,http://123.6.102.32:11789/tmp/0725/gzyx.php?id=4c9fa17591dfd8dd736c80e87d6dc72b.m3u8
重温经典,http://pixman.taoiptv.com/sxg/CWJD_4000
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv

CHC高清电影,http://123.6.102.32:11789/tmp/0725/cqyx.php?id=chcgqdyHD.m3u8
CHC动作电影,http://123.6.102.32:11789/tmp/0725/cqyx.php?id=chcdzdyHD.m3u8
CHC家庭影院,http://123.6.102.32:11789/tmp/0725/cqyx.php?id=chcjtyyHD.m3u8

CHC动作电影,http://pixman.taoiptv.com/sxg/wqCHCdzdyH265
CHC高清电影,http://pixman.taoiptv.com/sxg/lnwsCHC-HDH265
CHC家庭影院,http://pixman.taoiptv.com/sxg/jbtygqCHCjtyyH265

CHC影迷电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380764b172c9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNS8qWmEGeaUedzcFVVumqf9cm8lJoOcrIZueLbqOJTuoPV%2FwBk6CoHYGFV14SkLW04
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNRxu2SqX2RKsLT0S7AyQ8XopIVrD6IJGxdajeuKy4iZqZ4tkZuiEpwSRPszF6PIvg4
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNSXQZMUEnZPBI3Y%2BI8ABE4PJC%2B6OvlZZw5ubC%2FbrIdxFJJY1CcAGU%2BYDDQV9oJ%2FVqQ

CHC影迷电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380764b172c9/index.m3u8?m3u8_level=2
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?m3u8_level=2
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?m3u8_level=2

欢笑剧场,http://123.win14.eu.org:18975/api/cqyx_023.php?id=hxjc
都市剧场,http://123.win14.eu.org:18975/api/cqyx_023.php?id=dsjc
欢笑剧场,http://123.6.102.32:11789/tmp/0725/cqyx.php?id=hxjc_4K.m3u8
都市剧场,http://123.6.102.32:11789/tmp/0725/cqyx.php?id=dsjcHD.m3u8


乐游频道,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000092/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000092&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NBA,mitv://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1




香港,#genre#
凤凰卫视,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8

凤凰卫视,http://pixman.taoiptv.com/tptv/HD-10000k-1080P-fhchinese5s?cdn=tptv1
凤凰资讯,http://pixman.taoiptv.com/tptv/HD-10000k-1080P-fhzixun5s?cdn=tptv1
凤凰香港,http://pixman.taoiptv.com/tptv/HD-10000k-1080P-fhhongkong5s?cdn=tptv1

凤凰卫视,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=HD-10000k-1080P-fhchinese5s.m3u8
凤凰资讯,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=HD-10000k-1080P-fhzixun5s.m3u8
凤凰香港,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=HD-10000k-1080P-fhhongkong5s.m3u8

凤凰资讯http://8.210.140.75:68/api/channel/230cw/844qf3.m3u8
凤凰香港,http://8.210.140.75:68/api/channel/230cw/67Kx8u.m3u8
凤凰卫视,http://43.141.130.51/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯,http://43.141.130.51/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港,http://43.141.130.51/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.flv

凤凰资讯,http://tvbox.mohuajz.eu.org/tv/hnsqyx.php?id=62
凤凰资讯,http://sxz.zccatv.cn:9991/tsfile/live/1076_1.m3u8
凤凰香港,http://grandprix2023.asuscomm.com:8892/bysid/85
凤凰香港,http://113.64.145.220:8081/hls/38/index.m3u8

凤凰电影,http://117.114.153.1:8180/TV00000000000000000072@HHZT

星空卫视,http://171.108.239.80:8181/tsfile/live/1012_1.m3u8?key=txiptv
星空卫视,http://117.114.153.25:8180/TV00000000000000000071@HHZT
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视,http://bkpcp.ddns.net:8000/jyltjd.php?tvid=xkws
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.1.10:2193
星空卫视,http://171.108.239.90:8181/tsfile/live/1012_1.m3u8?key=txiptv

翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB星河(国),http://php.jdshipin.com:8880/smt.php?id=Xinhe


自建台,#genre#
东森幼幼台,http://php.jdshipin.com:8880/xsj.php?id=ebc-yoyo
MOMO亲子台,http://php.jdshipin.com:8880/xsj.php?id=momo-kids
MOMO亲子台,http://shuma04.chunfengyun.top:8080/live/3/hls.m3u8


AMC,http://61.221.215.25:8800/hls/43/index.m3u8
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
凤凰电影,http://117.114.153.1:8180/TV00000000000000000072@HHZT
STARmovies,http://117.114.153.1:8180/TV00000000000000000075@HHZT
axn电影(港),http://117.114.153.1:8180/TV00000000000000000076@HHZT
CINEMAX电影,http://117.114.153.1:8180/TV00000000000000000109@HHZT
HBO（美）,http://117.114.153.1:8180/TV00000000000000000074@HHZT
HBO 1,http://pixman.taoiptv.com/beesport/HBO_Live_TV
HBO 2,http://pixman.taoiptv.com/beesport/HBO_2_Live_TV
Discovery Channel,http://pixman.taoiptv.com/beesport/Discovery_Channel_Live_TV
Discovery Life,http://pixman.taoiptv.com/beesport/Discovery_Life_Live_TV
Cinemax West,http://pixman.taoiptv.com/beesport/Cinemax_West_Live_TV
Great Movies,http://pixman.taoiptv.com/beesport/UK_Great_Movies_Live_TV
Sky Cinema Comedy,http://pixman.taoiptv.com/beesport/UK_Sky_Cinema_Comedy_Live_TV
Sky Cinema Family,http://pixman.taoiptv.com/beesport/UK_Sky_Cinema_Family_Live_TV
Cartoon Network,http://pixman.taoiptv.com/beesport/UK_Cartoon_Network_Live_TV
NBA TV,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8
NBA TV,http://pixman.taoiptv.com/beesport/NBA_TV_Live_TV
FOX NEWS,http://pixman.taoiptv.com/beesport/FOX_NEWS_Live_TV
CNBC,http://pixman.taoiptv.com/beesport/CNBC_Live_TV

熊出没,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=GITV-JS-10.m3u8
超级飞侠,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=GITV-JS-11.m3u8
小猪佩奇,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=GITV-JS-12.m3u8
汪汪队立大功,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=GITV-JS-13.m3u8
熊出没,http://pixman.taoiptv.com/tptv/GITV-JS-10?cdn=tptv1
超级飞侠,http://pixman.taoiptv.com/tptv/GITV-JS-11?cdn=tptv1
小猪佩奇,http://pixman.taoiptv.com/tptv/GITV-JS-12?cdn=tptv1
汪汪队立大功,http://pixman.taoiptv.com/tptv/GITV-JS-13?cdn=tptv1
灌篮高手,http://live.iill.top/yy.php?id=1382735626

高分电影,http://pixman.taoiptv.com/tptv/GITV-JS-14?cdn=tptv1
居家健身,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=GITV-JS-4.m3u8
居家健身,http://pixman.taoiptv.com/tptv/GITV-JS-4?cdn=tptv1
美食美味,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=GITV-JS-17.m3u8
美食美味,http://pixman.taoiptv.com/tptv/GITV-JS-17?cdn=tptv1
广场舞,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=GITV-JS-22.m3u8
广场舞,http://pixman.taoiptv.com/tptv/GITV-JS-22?cdn=tptv1
音乐心情,http://pixman.taoiptv.com/tptv/GITV-JS-33?cdn=tptv1
怀旧MTV,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=GITV-JS-37.m3u8
怀旧MTV,http://pixman.taoiptv.com/tptv/GITV-JS-37?cdn=tptv1


猫和老鼠,http://cfss.cc/cdn/hy/11352879.m3u8
星爷,http://mtw.so/6oKdhX
李连杰,http://mtw.so/69HNaP
华仔,http://43.138.170.29:35455/yy/1382745111
发哥,https://live.metshop.top/huya/11342387
龙哥,https://live.metshop.top/huya/11342386
黄渤,https://live.metshop.top/huya/11352876
豆瓣,http://43.138.170.29:35455/douyu/8770422

楚留香新传之影子传奇1-2,https://vip.ffzy-online4.com/20230221/10225_18ba6a5a/index.m3u8
楚留香新传之影子传奇3-4,https://vip.ffzy-online4.com/20230221/10226_c6321040/index.m3u8
楚留香新传之影子传奇5-6,https://vip.ffzy-online4.com/20230221/10229_51cd6daf/index.m3u8
楚留香新传之影子传奇7-8,https://vip.ffzy-online4.com/20230221/10227_98d12d4c/index.m3u8
楚留香新传之影子传奇9-10,https://vip.ffzy-online4.com/20230221/10227_98d12d4c/index.m3u8



NewTv,#genre#
NewTv_超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTv_超级电视剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTv_超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTv_金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTv_东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTv_古装剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTv_欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTv_黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
NewTv_黑莓电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
NewTv_军旅剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTv_中国功夫,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTv_动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTv_家庭剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTv_爱情喜剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTv_精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTv_精品大剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTv_精品记录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8


